6.887372317211954975e-01 -8.010518337151198986e-01 1.347110632737976266e+00 5.429499644318426244e-01 -9.162822758464874706e-01 -3.479649516839436463e-01 -1.909058308925672964e-01 -1.047503908197949363e+00 -8.641964146176330797e-01 -4.938866212981519732e-01 1.087908223977311462e+00 2.378276519614662410e-01 -4.883584679922384209e-01 3.738039079791276309e-02 -1.000000000000000000e+00
-1.451932542547385019e+00 -7.512404429865217059e-01 4.505479491934536451e-01 5.429499644318426244e-01 1.704985927982505256e-01 -3.479649516839436463e-01 -6.155358720016204099e-01 -1.047503908197949363e+00 -8.641964146176330797e-01 -4.938866212981519732e-01 -9.191951838952685527e-01 2.378276519614662410e-01 -1.395911646477728252e-01 -1.954133390319887087e-01 -1.000000000000000000e+00
-1.451932542547385019e+00 -1.678561888600624830e-01 -6.048229226919147328e-01 -1.783978454561768068e+00 -9.162822758464874706e-01 -3.479649516839436463e-01 -2.910826363654777094e-01 -1.047503908197949363e+00 -8.641964146176330797e-01 -4.938866212981519732e-01 1.087908223977311462e+00 2.378276519614662410e-01 5.579434420411583107e-01 -1.954133390319887087e-01 -1.000000000000000000e+00
-1.451932542547385019e+00 -8.356665289671960650e-01 1.355151553666626540e+00 -1.783978454561768068e+00 -6.445870586853029716e-01 -8.502574551607662290e-01 -6.648766866375315221e-01 9.546503761693221346e-01 1.157144351776152602e+00 1.769760392985044506e+00 1.087908223977311462e+00 2.378276519614662410e-01 -1.069637306899681173e+00 -1.954133390319887087e-01 1.000000000000000000e+00
6.887372317211954975e-01 -9.623056579382075482e-01 6.857448863564785668e-01 5.429499644318426244e-01 -3.728918415241184725e-01 -3.479649516839436463e-01 -7.876761581095113873e-02 9.546503761693221346e-01 1.157144351776152602e+00 2.387118669607734667e+00 -9.191951838952685527e-01 2.378276519614662410e-01 -7.208700035552154661e-01 -1.650656415789157339e-01 1.000000000000000000e+00
-1.451932542547385019e+00 -1.328714871094334171e+00 -8.390147447388583979e-01 5.429499644318426244e-01 1.704985927982505256e-01 1.661205062223346740e+00 -2.163238263110669468e-01 9.546503761693221346e-01 1.157144351776152602e+00 -8.231443688302531037e-02 -9.191951838952685527e-01 2.378276519614662410e-01 -4.883584679922384209e-01 -1.954133390319887087e-01 1.000000000000000000e+00
6.887372317211954975e-01 -1.194477394385061952e+00 3.500364375853233234e-01 5.429499644318426244e-01 -1.187977493007671859e+00 -3.479649516839436463e-01 -6.274972816103261408e-01 -1.047503908197949363e+00 -8.641964146176330797e-01 -4.938866212981519732e-01 -9.191951838952685527e-01 2.378276519614662410e-01 -7.208700035552154661e-01 -1.762059355806767091e-01 -1.000000000000000000e+00
-1.451932542547385019e+00 2.288098652317753778e+00 -6.005052977584840468e-02 5.429499644318426244e-01 9.855842442818040228e-01 1.661205062223346740e+00 2.441904436241033871e-01 9.546503761693221346e-01 1.157144351776152602e+00 7.408299319472280153e-01 -9.191951838952685527e-01 2.378276519614662410e-01 -8.196874061694807700e-01 -8.785187970464149176e-02 1.000000000000000000e+00
6.887372317211954975e-01 -3.156018393262425281e-01 -7.555901901041102153e-01 -1.783978454561768068e+00 -1.459672710168856469e+00 1.661205062223346740e+00 2.322290340153976562e-01 -1.047503908197949363e+00 -8.641964146176330797e-01 -4.938866212981519732e-01 -9.191951838952685527e-01 2.378276519614662410e-01 -4.658655042258199458e-02 -9.226958249844326165e-02 -1.000000000000000000e+00
-1.451932542547385019e+00 2.041574481254184725e+00 4.666297910507545277e-01 5.429499644318426244e-01 -9.162822758464874706e-01 1.661205062223346740e+00 1.353611184831559289e+00 9.546503761693221346e-01 1.157144351776152602e+00 1.234716553245380072e-01 1.087908223977311462e+00 2.378276519614662410e-01 -4.883584679922384209e-01 -1.858096373063327089e-01 -1.000000000000000000e+00
